Title,Distributor,Release Date,Rating,Genre1,Genre2,Genre3,Country1,Country2,Country3,Director1,Director2,Director3,Actor1,Actor2,Actor3,"Lifetime
Gross","Preview
Gross","Opening
Day","Opening
Day
Gross","Opening
Day
Screens","Opening
Day
Theatres","Opening
Weekend
Gross","Opening
Weekend
Screens","Opening
Weekend
Theatres","Opening
Week
Gross","Opening
Week
Screens","Opening
Week
Theatres","% of
Opening
Weekend
to Week"
TCM Presents: Ghost (30th Anniversary),Paramount,14/02/2020,M,Drama,Thriller,Romance,USA,,,Jerry Zucker,,,Patrick Swayze,Demi Moore,Tony Goldwyn,47868,,Friday,47816,53,,47816,53,,47816,53,,100%
Oh My Kadavule,MKS Retail,14/02/2020,M,Comedy,,,India,,,Ashwath Marimuthu,,,Ashok Selvan,Vani Bhojan,Ritika Singh,13492,,Friday,3884,9,,10642,9,,13492,9,,79%
Varane Avashyamund,Southern Star,14/02/2020,PG,Drama,,,India,,,Anoop Sathyan,,,Shobana,Suresh Gopi,Kalyani Priyadarshan,4017,,Friday,550,1,,2941,1,,3190,,,92%
Jagga Jagravan Joga,Mindblowing,14/02/2020,M,Action,,,India,,,Sherry Uppal,,,Kulbir Jhinjer,,,48,,Friday,22,2,,37,2,,48,3,,77%
Sonic the Hedgehog,Paramount,13/02/2020,PG,Action,Adventure,Family,USA,Canada,Japan,Jeff Fowler,,,Jim Carrey,James Marsden,Neal McDonough,14022277,,Thursday,297305,365,,3882426,365,,4352634,365,,89%
Emma.,Universal,13/02/2020,PG,Comedy,Drama,,UK,,,Autumn de Wilde,,,Anya Taylor-Joy,Bill Nighy,Mia Goth,3999636,,Thursday,166875,302,,1073358,302,,1589312,302,,68%
Fantasy Island,Sony,13/02/2020,M,Action,Adventure,Comedy,USA,,,Jeff Wadlow,,,Maggie Q,Michael Peña,Lucy Hale,2200337,,Thursday,113280,217,,1001728,217,,1186670,217,,84%
Richard Jewell,Warner Bros.,13/02/2020,M,Drama,,,USA,,,Clint Eastwood,,,Olivia Wilde,Paul Walter Hauser,Jon Hamm,1454307,,Thursday,87846,252,,593418,252,,803228,252,,74%
Mr. Jones,Rialto,13/02/2020,MA15+,Drama,Thriller,Biography,Poland,UK,Ukraine,Agnieszka Holland,,,James Norton,Vanessa Kirby,Peter Sarsgaard,83238,,Thursday,37,1,,551,1,,870,1,,63%
"Leunig Fragments, The",Madman,13/02/2020,M,Documentary,,,Australia,,,Kasimir Burgess,,,Michael Leunig,,,79991,,Thursday,2293,21,,15675,21,,24551,21,,64%
"Guide to Second Date Sex, A",Icon,13/02/2020,MA15+,Comedy,Romance,,UK,,,Rachel Hirons,,,George Mackay,Alexandra Roach,Michael Socha,58289,15752,Thursday,2681,41,,28064,43,,35870,43,,78%
Ayyappanum Koshiyum,Southern Star,13/02/2020,M,Action,Drama,Thriller,India,,,Sachy,,,Biju Menon,Prithviraj Sukumaran,Reshma Rajan,47835,,Thursday,3985,6,,24227,7,,32111,7,,75%
Beats,Limelight Distribution,13/02/2020,MA15+,Drama,,,UK,,,Brian Welsh,,,Laura Fraser,Rachel Jackson,Lorn Macdonald,12355,,Thursday,11,2,,66,2,,1410,,,5%
"Doors: Break On Thru – A Celebration Of Ray Manzarek, The",Trafalgar Releasing,12/02/2020,M,Special Event,Concert,Music,USA,,,Justin Kreutzmann,,,Exene Cervenka,John Densmore,Robby Krieger,9288,9288,Wednesday,9288,8,,9288,8,,9288,8,,100%
